C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_49_890.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_49_890.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_49_890.jpg, 0, 0, 0, 8.126105E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_49_997.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_49_997.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_49_997.jpg, 0, 0, 0, 7.881872E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_100.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_100.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_100.jpg, 0, 0, 0, 7.859846E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_203.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_203.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_203.jpg, 0, 0, 0, 7.832603E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_308.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_308.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_308.jpg, 0, 0, 0, 8.002325E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_418.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_418.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_418.jpg, 0, 0, 0, 7.796983E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_533.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_533.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_533.jpg, 0, 0, 0, 7.821304E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_633.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_633.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_633.jpg, 0, 0, 0, 7.828988E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_735.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_735.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_735.jpg, 0, 0, 0, 7.994327E-05
C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\center_2021_01_16_20_26_50_836.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\left_2021_01_16_20_26_50_836.jpg, C:\Users\danikhan632\Desktop\term2_sim_windows\data\IMG\right_2021_01_16_20_26_50_836.jpg, 0, 0, 0, 7.864918E-05
